Quote_Id,Quote_Flag,PAR_SMOTE_RF_IG_15,AGG_SMOTE_RF_IG_15,PAR_SMOTE_RF_IG_21,AGG_SMOTE_RF_IG_21,PAR_EQ_RF_IG_15,AGG_EQ_RF_IG_15,PAR_AGG_RF_IG_21,AGG_EQ_RF_IG_21,PAR_SMOTE_DT_IG_15,AGG_SMOTE_DT_IG_15,PAR_SMOTE_DT_IG_21,AGG_SMOTE_DT_IG_21
10347,1,1,1,1,1,1,1,1,1,1,1,1,1
10348,1,1,1,1,1,1,1,1,1,1,1,1,1
10349,1,0,0,0,0,0,0,0,1,1,1,0,1
10351,0,0,0,0,0,0,0,0,0,0,0,0,0
10354,0,0,0,0,0,0,0,0,0,0,0,0,0
10356,1,1,1,1,1,1,1,1,1,1,1,1,1
10357,1,1,1,1,1,1,1,1,1,1,1,1,1
10359,0,0,0,0,0,0,0,0,0,0,0,0,0
10361,1,1,1,1,1,1,1,1,1,1,1,0,0
10364,0,0,0,0,0,0,0,0,0,0,0,0,0
10368,1,1,1,1,1,1,1,1,1,1,1,1,1
10369,0,0,0,0,0,0,0,0,0,0,0,0,0
10371,0,0,0,0,0,0,0,0,0,0,0,0,0
10374,1,1,1,1,1,1,1,1,1,1,1,1,0
10380,0,0,0,0,0,0,0,0,0,0,0,0,0
10381,0,0,0,0,0,0,0,0,0,0,0,0,0
10383,1,1,1,1,0,1,1,1,1,1,0,0,0
10384,1,0,0,1,0,0,0,1,1,0,0,0,0
10386,0,0,0,0,0,0,0,0,0,0,0,0,0
10387,1,1,1,1,0,1,1,1,1,1,1,1,1
10389,1,1,1,1,1,1,1,1,1,1,1,1,1
10390,1,0,0,0,0,0,0,0,0,0,0,0,0
10391,0,0,0,0,0,0,0,0,0,0,0,0,0
10392,0,0,0,0,0,0,0,0,0,0,0,0,0
10397,0,0,0,0,0,0,0,0,0,0,0,0,0
10398,0,0,0,0,0,0,0,0,0,0,0,0,0
10406,0,0,0,0,0,0,0,0,0,0,0,0,0
10410,0,0,0,0,0,0,0,0,0,0,0,0,0
10413,1,1,1,1,1,1,1,1,1,1,1,1,1
10415,1,1,1,1,0,1,1,1,1,1,0,0,1
10418,0,0,0,0,0,0,0,0,0,0,0,0,0
10421,1,1,1,1,0,1,1,0,0,1,0,1,0
10422,1,1,1,1,1,1,1,1,1,1,1,1,1
10423,1,1,1,1,1,1,1,1,1,1,1,1,1
10426,1,1,1,1,1,1,1,1,1,1,1,1,1
10428,0,0,0,0,0,0,0,0,0,0,0,0,0
10429,0,0,0,0,0,0,0,0,0,0,0,0,0
10432,0,0,0,0,0,0,0,0,0,0,0,0,0
10433,0,0,0,0,0,0,0,0,0,0,0,0,0
10435,0,0,0,0,0,0,0,0,0,0,0,0,0
10436,1,1,1,1,1,1,1,1,1,1,1,0,0
10437,1,0,0,0,0,0,0,1,0,0,0,0,0
10441,0,0,0,0,1,0,0,0,0,0,0,0,0
10442,1,1,1,1,1,1,1,1,1,1,1,1,1
10443,1,1,1,1,1,1,1,1,1,1,1,1,1
10444,1,1,1,1,1,1,1,1,1,1,1,0,0
10447,0,0,0,0,0,0,0,0,0,0,0,0,0
10450,0,0,0,0,0,0,0,0,0,0,0,0,0
10452,0,0,0,0,0,0,0,0,0,0,0,0,0
10453,0,0,0,0,0,0,0,0,0,0,0,0,0
10455,1,1,1,1,0,1,1,1,1,1,0,0,0
10458,0,0,0,0,0,0,0,0,0,0,0,0,0
10459,0,0,0,0,0,0,0,0,0,0,0,0,0
10460,1,0,0,1,1,0,0,0,0,0,1,1,1
10461,1,1,1,1,1,1,1,1,1,1,1,1,1
10463,0,0,0,0,0,0,0,0,0,0,0,0,0
10467,1,1,1,1,1,1,1,1,1,1,1,1,1
10468,1,1,1,1,1,1,1,1,1,1,1,1,1
10469,1,1,1,1,1,1,1,1,1,1,1,1,1
10473,1,1,0,1,1,1,1,1,1,1,1,1,0
10475,1,1,1,1,1,1,1,1,1,1,1,1,1
10478,0,0,0,0,0,0,0,0,0,0,0,0,0
10482,1,0,0,1,0,1,1,1,1,0,1,0,1
10484,1,1,1,1,0,1,1,1,1,1,1,0,0
10487,0,0,0,0,0,0,0,0,0,0,0,0,0
10495,1,1,1,1,1,1,1,1,1,1,1,1,1
10497,1,1,1,1,1,1,1,1,1,1,1,1,1
10499,0,0,0,0,0,0,0,0,0,0,0,0,0
10501,1,1,1,1,1,1,1,1,1,1,1,1,1
10503,1,1,1,1,1,1,1,1,1,1,1,0,0
10505,0,0,0,0,0,0,0,0,0,0,0,0,0
10513,0,0,0,0,0,0,0,0,0,0,0,0,0
10514,1,0,1,1,0,1,1,1,1,1,0,0,1
10516,0,0,0,0,0,0,0,0,0,0,0,0,0
10517,1,1,1,1,1,1,1,1,1,1,1,1,1
10518,0,0,0,0,0,0,0,0,1,1,0,0,0
10520,0,0,0,0,0,0,0,0,0,0,0,0,0
10524,0,0,0,0,0,0,0,0,0,0,0,0,0
10525,1,0,0,1,1,0,1,1,0,0,0,1,1
10531,0,0,0,0,0,0,0,0,0,0,0,0,0
10534,0,0,0,0,0,0,0,0,0,0,0,0,0
10537,0,0,0,0,0,0,0,0,0,0,0,0,0
10539,1,1,1,1,0,1,1,1,1,1,1,1,1
10542,0,0,0,0,0,0,0,0,0,0,0,0,0
10546,0,0,0,0,0,0,0,0,0,0,0,0,0
10551,1,0,0,1,0,0,0,0,0,0,0,0,0
10552,0,0,0,0,0,0,0,0,0,0,0,0,0
10554,1,0,0,1,0,0,0,0,0,1,1,0,0
10556,1,1,1,1,0,1,1,1,1,1,1,1,1
10557,0,0,0,0,0,0,0,0,0,0,0,0,0
10562,0,0,0,0,0,0,0,0,0,0,0,0,0
10563,0,0,0,0,0,0,0,0,0,0,0,0,0
10564,1,0,1,1,0,0,0,0,0,0,0,1,1
10565,0,0,0,0,0,0,0,0,0,0,0,0,0
10568,0,0,0,0,0,0,0,0,0,0,0,0,0
10570,1,1,1,1,1,1,1,1,1,1,1,1,1
10571,1,1,1,1,0,1,1,0,0,1,0,1,1
10574,0,0,0,0,0,0,0,0,0,0,0,0,0
10578,1,1,1,1,1,1,1,1,1,1,1,1,1
10581,0,0,0,0,0,0,0,0,0,0,0,0,0
10582,0,0,0,0,0,0,0,0,0,0,0,0,0
10583,1,1,1,1,1,1,1,1,1,1,1,1,1
10585,1,1,1,1,0,1,1,1,1,1,1,0,0
10587,0,0,0,0,0,0,0,0,0,0,0,0,0
10590,0,0,0,0,0,0,0,0,0,0,0,0,0
10593,0,0,0,0,0,0,0,0,0,0,0,0,0
10594,0,0,0,0,0,0,0,0,0,0,0,0,0
10597,1,0,0,0,0,0,1,0,0,0,0,0,0
10598,0,0,0,0,0,0,0,0,0,0,0,0,0
10599,1,1,1,1,1,1,1,1,1,1,1,1,1
10600,1,1,1,1,1,1,1,1,1,1,1,0,0
10605,0,0,0,0,0,0,0,0,0,0,0,0,0
10606,1,0,0,1,0,1,1,0,0,1,0,0,0
10607,1,1,1,1,0,1,1,1,1,1,1,0,0
10610,1,1,1,1,1,1,1,1,1,1,1,1,1
10614,1,1,1,1,1,1,1,1,1,1,1,1,1
10616,0,0,0,0,0,0,0,0,0,0,0,0,0
10620,0,0,0,0,0,0,0,0,0,0,0,0,0
10622,1,1,1,1,0,1,1,1,1,1,1,1,1
10623,0,0,0,0,0,0,0,0,0,0,0,0,0
10627,0,0,0,0,0,0,0,0,0,0,0,0,0
10629,1,1,1,1,0,1,1,1,1,1,1,0,0
10630,0,0,0,0,0,0,0,0,0,0,0,0,0
10632,0,0,0,0,0,0,0,0,0,0,0,0,0
10633,1,0,1,1,0,0,0,0,0,0,0,0,0
10635,0,0,0,0,0,0,0,0,0,0,0,0,0
10636,1,1,1,1,0,1,1,1,1,1,0,1,1
10638,0,0,0,0,0,0,0,0,0,0,0,0,0
10639,1,1,1,1,1,1,1,1,1,1,1,1,1
10640,0,0,0,0,0,0,0,0,0,1,0,1,0
10641,0,0,0,0,0,0,0,0,0,0,0,0,0
10642,0,0,0,0,0,0,0,0,0,0,0,0,0
10645,1,1,1,1,0,1,1,1,1,1,0,1,1
10653,1,1,1,1,0,1,1,1,1,1,1,1,1
10657,0,0,0,0,0,0,0,0,0,0,0,0,0
10659,0,0,0,0,0,0,0,0,0,0,1,0,0
10662,0,0,0,0,0,0,0,0,0,0,0,0,0
10665,0,0,0,0,0,0,0,0,0,0,0,0,0
10667,0,0,0,0,0,0,0,0,0,0,0,0,0
10670,1,1,1,1,1,1,1,1,1,1,0,1,1
10671,0,0,0,0,0,0,0,0,0,0,0,0,0
10672,1,1,1,1,1,1,1,1,1,1,1,1,1
10678,1,1,1,1,0,1,1,1,1,1,1,0,0
10680,0,0,0,0,0,0,0,0,0,0,0,0,0
10682,1,1,1,1,0,1,1,0,1,1,1,1,0
10684,0,0,0,0,0,0,0,0,0,0,0,0,0
10685,0,0,0,0,0,0,0,0,0,0,0,0,0
10686,0,0,0,0,0,0,0,0,0,0,0,0,0
10693,1,0,0,1,0,0,1,0,0,0,0,0,0
10697,0,0,0,0,0,0,0,0,0,0,1,0,0
10699,0,0,0,0,0,0,0,0,0,0,0,0,0
10701,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,0,0,0,0,0,0,0,0,0,0,0,0,0
10704,0,0,0,0,0,0,0,0,0,0,0,0,0
10707,0,0,0,0,0,0,0,0,0,0,0,0,0
10715,0,0,0,0,0,0,0,0,0,0,0,0,0
10717,1,0,0,1,0,0,0,1,0,1,0,0,1
10718,0,0,0,0,0,0,0,0,0,0,0,0,0
10720,0,0,0,0,0,0,0,0,0,0,0,0,0
10722,0,0,0,0,0,0,0,0,0,0,0,0,0
10726,0,0,0,0,0,0,0,0,0,0,0,0,0
10729,0,0,0,0,0,0,0,0,0,0,0,0,0
10731,1,1,1,1,0,1,1,1,1,1,1,1,1
10732,0,0,0,0,0,0,0,0,0,0,0,0,0
10740,0,0,0,0,0,0,0,0,0,0,0,0,0
10748,1,1,1,1,0,1,1,1,0,1,1,1,1
10750,1,1,1,0,0,1,1,0,0,1,1,0,0
10751,0,0,1,1,0,0,1,0,0,0,1,0,0
10754,1,1,1,1,1,1,1,1,1,1,1,1,1
10757,0,0,0,1,0,0,0,0,0,1,0,1,0
10758,0,0,0,0,0,0,0,0,0,0,0,0,0
10760,0,0,0,0,0,0,0,0,0,0,0,0,0
10761,0,0,0,0,0,0,0,0,0,0,0,0,0
10762,0,0,0,0,0,0,0,0,0,0,0,0,0
10763,0,0,0,0,0,0,0,0,0,0,1,0,0
10764,0,0,0,0,0,0,0,0,0,0,0,0,0
10765,0,0,0,0,0,0,0,0,0,0,0,0,0
10767,1,1,1,1,0,1,1,0,0,1,1,0,0
10770,0,0,0,0,0,0,0,0,0,0,0,0,0
10772,0,0,0,0,0,0,0,0,0,0,0,0,0
10775,0,0,0,0,0,0,0,0,0,0,0,0,0
10776,0,0,0,0,0,0,0,0,0,0,0,0,0
10777,0,0,0,0,0,0,0,0,0,0,0,0,0
10780,0,0,0,0,0,0,0,0,0,0,0,0,0
10784,1,1,1,1,1,1,1,1,1,1,1,1,1
10785,0,0,0,0,0,0,0,0,0,0,0,0,0
10786,1,1,1,1,1,1,1,1,1,0,1,1,1
10787,0,0,0,0,0,0,0,0,0,0,0,0,0
10789,0,0,0,0,0,0,0,0,0,0,0,0,0
10792,0,0,0,0,0,0,0,1,1,0,1,0,0
10794,0,0,0,0,0,0,0,0,0,0,0,0,0
10796,0,0,0,0,0,0,0,0,0,0,0,0,0
10800,0,0,0,0,0,0,0,0,0,0,0,0,0
10801,0,0,0,0,0,0,0,0,0,0,0,0,0
10806,0,0,0,0,0,0,0,0,0,0,0,0,0
10809,1,1,1,1,1,1,1,1,1,1,1,1,1
10811,1,1,1,1,1,1,1,1,1,1,1,1,1
10813,0,0,0,0,0,0,0,0,0,0,0,0,0
10814,0,0,0,0,0,0,0,0,0,0,0,0,0
10815,1,1,1,1,0,1,1,1,1,1,1,1,1
10819,0,0,0,0,0,0,0,0,0,0,0,0,0
10821,0,0,0,0,0,0,0,0,0,0,0,0,0
10830,1,1,1,1,1,1,1,1,1,1,1,1,1
10834,1,1,1,1,1,1,1,1,1,1,1,1,1
10835,0,0,0,0,0,0,0,0,0,0,0,0,0
10848,0,0,0,0,0,0,0,0,0,0,0,0,0
10851,1,1,1,1,1,1,1,1,1,1,1,1,1
10853,0,0,0,0,0,0,0,0,0,0,0,0,0
10854,0,0,0,0,0,0,0,0,0,0,0,0,0
10856,1,1,1,1,1,1,1,1,1,1,1,1,0
10859,1,1,1,1,1,1,1,1,1,1,1,1,0
10862,0,0,0,0,0,0,0,0,0,0,0,0,0
10863,1,1,1,1,0,1,1,1,0,1,1,0,0
10864,1,1,1,1,1,1,1,1,1,1,1,1,1
10870,0,0,0,0,0,0,0,0,0,0,0,0,0
10872,0,0,0,0,0,0,0,0,0,0,0,0,0
10873,0,0,0,0,0,0,0,0,0,0,0,0,0
10874,0,0,0,0,0,0,0,0,0,0,0,0,0
10877,0,0,0,0,0,0,0,0,0,0,0,0,0
10878,0,0,0,0,0,0,0,0,0,0,0,0,0
10881,0,0,0,0,0,0,0,0,0,0,0,0,0
10883,1,1,1,1,0,1,1,1,1,1,1,1,0
10885,0,0,0,0,0,0,0,0,0,0,0,0,0
10886,1,0,0,1,0,0,0,1,1,1,0,0,0
10888,1,1,1,1,1,1,1,1,1,1,1,1,1
10889,0,0,0,0,0,0,0,0,0,0,0,0,0
10891,1,1,1,1,0,1,1,1,1,0,0,1,1
10894,0,0,0,0,0,0,0,0,0,0,0,0,0
10895,0,0,0,0,0,0,0,0,0,0,0,0,0
10898,1,1,1,1,1,1,1,1,1,1,1,1,1
10901,1,1,1,1,1,1,1,1,1,0,1,1,1
10903,0,0,0,0,0,0,1,0,0,1,1,0,0
10907,0,0,0,0,0,0,0,0,0,0,0,0,0
10908,0,0,0,0,0,0,0,0,0,0,0,0,0
10913,0,0,0,0,0,0,0,0,0,0,0,0,0
10915,0,0,0,0,0,0,0,0,0,0,0,0,0
10923,1,1,1,1,1,1,1,1,1,1,1,1,1
10924,1,1,1,1,1,1,1,1,1,1,1,1,1
10926,0,0,0,0,0,0,0,0,1,0,0,0,0
10927,0,0,0,0,0,0,0,0,0,0,0,0,0
10930,1,1,1,1,1,1,1,1,1,1,1,1,1
10932,0,0,0,0,0,0,0,0,0,0,0,0,0
10938,1,1,1,1,1,1,1,1,1,1,1,1,1
10942,1,1,1,1,0,1,1,1,1,1,1,1,1
10946,1,1,1,1,0,1,1,1,0,1,1,1,1
10950,0,0,0,0,0,0,0,0,0,0,0,0,0
10953,0,0,0,0,0,0,0,0,0,0,0,0,0
10955,0,0,0,0,0,0,0,0,0,0,0,0,0
10956,0,0,0,0,0,0,0,0,0,0,0,1,1
10958,1,1,1,1,0,1,1,0,1,1,1,1,0
10959,0,0,0,0,0,0,0,0,0,0,0,0,0
10960,0,0,0,0,0,0,0,0,0,0,0,0,0
10961,0,0,0,0,0,0,0,0,0,0,0,0,0
10962,1,1,1,1,1,1,1,1,1,1,1,0,0
10966,0,0,0,0,0,0,1,0,0,1,1,0,0
10969,0,0,0,0,0,0,0,0,0,0,0,0,0
10970,0,0,0,1,0,1,0,1,0,1,0,0,0
10973,0,0,0,0,0,0,0,0,0,0,0,0,0
10976,1,1,1,1,1,1,1,1,1,1,1,1,1
10978,0,0,0,0,0,0,0,0,0,0,0,0,0
10986,0,0,0,0,0,0,0,0,0,0,0,0,0
10988,0,0,0,0,0,0,0,0,0,0,0,0,0
10990,0,0,0,0,0,0,0,0,0,0,0,0,0
10991,0,0,0,0,0,0,0,0,0,0,0,0,0
10992,0,0,0,0,0,0,0,0,0,0,0,0,0
10995,0,0,0,0,0,0,0,0,0,0,0,0,0
10998,1,1,1,1,0,1,1,1,1,1,1,0,0
11000,0,0,0,0,0,0,0,0,0,0,0,0,0
11001,1,0,0,0,0,0,0,0,0,0,0,0,1
11004,1,1,1,1,1,1,1,1,1,1,1,1,1
11005,0,0,0,0,0,0,0,0,0,0,0,0,0
11014,0,0,0,0,0,0,0,0,0,0,0,0,0
11015,0,0,0,0,0,0,0,0,0,0,0,0,0
11020,0,0,0,0,0,0,0,0,0,0,0,0,0
11023,0,0,0,0,0,0,0,0,0,0,0,0,0
11024,1,0,0,1,1,0,1,1,0,0,0,1,1
11030,0,0,0,0,0,0,0,0,0,0,0,0,0
11033,0,0,0,0,0,0,0,0,0,0,0,0,0
11035,1,0,0,1,0,0,1,0,1,0,1,1,1
11038,0,0,0,0,0,0,0,0,0,0,0,0,0
11039,1,1,1,1,1,1,1,1,1,1,1,1,1
11040,1,1,1,1,1,1,1,1,1,1,1,1,1
11042,0,0,0,0,0,0,0,0,0,0,0,0,0
11047,1,1,1,1,1,1,1,1,1,1,1,1,1
11048,0,0,0,0,0,0,0,0,0,1,0,0,0
11050,0,0,0,0,0,0,0,0,0,0,0,0,0
11053,1,1,1,1,1,1,1,1,1,1,1,1,1
11054,0,0,0,0,0,1,1,0,0,1,1,1,0
11055,0,0,0,0,0,0,0,0,0,0,0,0,0
11056,0,0,0,0,0,0,0,0,0,0,0,0,0
11057,0,0,0,0,0,0,0,0,0,0,0,0,0
11058,0,0,0,0,0,0,0,0,0,0,0,0,0
11061,0,0,0,0,0,0,0,0,0,0,0,0,0
11062,1,1,1,1,1,1,1,1,1,1,1,1,1
11073,0,0,0,0,0,0,0,0,0,0,0,0,0
11074,0,0,0,0,0,0,0,0,0,0,0,0,0
11079,1,1,1,1,1,1,1,1,1,0,1,1,1
11081,0,0,0,0,0,0,0,0,0,0,0,0,0
11088,0,0,0,0,0,0,0,0,0,1,0,0,0
11090,1,1,1,1,1,1,1,1,1,1,1,1,1
11091,1,1,0,1,0,1,1,1,1,1,0,0,1
11093,0,0,0,0,0,0,0,0,0,0,0,0,0
11095,1,1,1,1,0,1,1,1,1,1,1,1,1
11097,1,1,1,1,1,1,1,1,1,1,1,1,1
11098,1,1,1,1,0,1,1,1,1,1,1,1,1
11101,0,0,0,0,0,0,0,0,0,0,0,0,0
11108,0,0,1,0,0,0,1,0,0,0,0,0,0
11109,0,0,0,0,0,0,0,0,0,0,0,0,0
11110,1,0,0,0,0,0,0,0,0,0,0,0,0
11112,0,0,0,1,0,0,0,0,0,0,0,0,0
11113,1,1,1,1,1,1,1,1,1,1,1,1,1
11114,0,0,0,0,0,0,0,0,0,0,0,0,0
11116,0,0,0,0,0,0,0,0,0,0,0,0,0
11118,0,0,0,0,0,0,0,0,0,0,0,0,0
11119,0,0,0,0,0,0,0,0,0,0,0,0,0
11120,0,0,0,0,0,0,0,0,0,0,0,0,0
11121,1,0,0,1,0,0,0,1,1,1,0,0,1
11122,0,0,0,0,0,0,0,0,0,0,0,0,0
11123,0,0,0,0,0,0,0,0,0,0,0,0,0
11126,1,0,0,1,0,0,0,0,1,1,1,1,1
11130,0,0,0,0,0,0,0,0,0,0,0,0,0
11131,1,1,1,1,1,1,1,1,1,1,1,1,1
11133,1,1,1,1,1,1,1,1,1,1,1,1,1
11135,0,0,0,0,0,0,0,0,0,0,0,0,0
11139,1,0,0,1,0,1,1,1,0,0,0,0,1
11145,1,0,1,1,1,0,0,1,0,0,1,1,1
11146,0,0,0,0,0,0,0,0,0,0,0,0,0
11147,0,1,0,0,0,0,0,0,0,0,0,0,0
11151,1,1,1,1,1,1,1,1,1,1,1,1,1
11152,0,0,0,0,0,0,0,0,0,0,0,0,0
11153,0,0,0,0,0,0,0,0,0,0,0,0,0
11156,1,1,1,1,1,1,1,1,1,1,1,1,1
11160,1,1,1,1,1,1,1,1,1,1,1,1,1
11162,1,1,1,1,0,1,1,1,1,1,1,1,1
11166,0,0,0,0,0,0,0,0,0,0,0,0,0
11168,0,0,0,0,0,0,0,0,0,0,0,0,0
11169,0,0,0,0,0,0,0,0,0,0,0,0,0
11172,1,1,1,1,1,1,1,1,1,1,1,1,1
11174,1,1,1,1,1,1,1,1,1,1,1,1,1
11179,0,0,0,0,0,0,0,0,0,0,0,0,0
11182,0,0,0,0,0,0,0,0,0,0,0,0,0
11183,1,1,1,1,0,1,1,0,1,1,1,1,0
11184,1,0,0,1,0,0,0,1,1,1,1,1,1
11185,0,0,0,0,0,0,0,0,0,0,0,0,0
11186,1,1,1,1,1,1,1,1,1,1,1,1,1
11187,0,0,0,0,0,0,0,0,0,0,0,0,0
11188,1,1,1,1,0,1,1,1,1,1,1,1,1
11191,1,1,1,1,1,1,1,1,1,1,1,1,1
11193,0,0,0,0,0,0,0,0,0,0,0,0,0
11195,1,1,1,1,0,1,1,1,1,1,1,1,0
11200,0,0,0,0,0,0,0,0,0,0,0,0,0
11206,0,0,0,0,0,0,0,0,0,0,0,0,0
11207,1,1,1,1,0,1,1,1,1,1,1,0,1
11208,1,1,1,1,1,1,1,1,1,1,1,1,1
11209,1,1,1,1,1,1,1,1,1,1,1,1,1
11214,0,0,0,0,0,0,0,0,0,0,0,0,0
11215,0,0,0,0,0,0,0,0,0,0,0,0,0
11218,0,0,0,0,0,0,0,0,0,0,0,0,0
11219,0,0,0,0,0,0,0,0,0,0,0,0,0
11225,0,0,0,0,0,0,0,0,0,0,0,0,0
11227,1,0,0,1,0,0,0,0,1,0,0,0,0
11230,1,1,1,1,0,1,1,1,1,1,1,0,0
11231,0,0,0,0,0,0,0,0,0,0,0,0,0
11233,0,0,0,0,0,0,0,0,0,0,0,0,0
11238,0,0,0,0,0,0,0,0,0,0,0,0,0
11241,1,1,1,1,0,1,1,1,1,1,1,1,1
11244,0,0,0,0,0,0,0,0,0,0,0,0,0
11245,0,0,0,0,0,0,0,0,0,0,0,0,0
11251,0,0,0,0,0,0,0,0,0,0,0,0,0
11262,1,1,1,1,1,1,1,1,1,1,1,0,1
11263,0,0,0,0,0,0,0,0,0,0,0,0,0
11264,1,1,1,1,1,1,1,1,1,1,1,0,1
11265,1,1,1,1,1,1,1,1,1,1,1,1,1
11266,0,0,0,0,0,0,0,1,0,0,0,0,0
11267,1,1,1,1,1,1,1,1,1,1,1,1,0
11268,0,0,0,0,0,0,0,0,0,0,0,0,0
11274,0,0,0,0,0,0,0,0,0,0,0,0,0
11280,0,0,0,0,0,0,0,0,0,0,0,0,0
11281,0,0,0,0,0,0,0,0,0,0,0,0,0
11282,0,0,0,0,0,0,0,0,0,0,0,0,0
11285,0,0,0,0,0,0,0,0,0,0,0,0,0
11289,0,0,0,0,0,0,0,0,0,0,0,0,0
11293,0,0,0,0,0,0,0,0,0,0,0,0,0
11294,1,0,0,0,0,0,0,0,0,0,0,0,0
11297,0,0,0,0,0,0,0,0,0,0,0,0,0
11303,1,1,1,1,0,1,1,1,1,1,1,0,0
11307,0,0,0,0,0,0,0,0,0,0,0,0,0
11308,0,0,0,0,0,0,0,0,0,0,0,0,0
11309,1,1,1,1,0,1,1,1,0,1,1,0,0
11311,1,0,0,1,0,0,0,0,1,0,1,1,1
11312,0,0,0,0,0,0,0,0,0,0,0,0,0
11316,1,0,0,0,0,0,0,0,0,0,1,0,0
11317,1,1,1,1,1,1,1,1,1,1,1,1,1
11320,1,1,1,1,1,1,1,1,1,1,1,0,1
11321,0,0,0,0,0,0,0,0,0,0,0,0,0
11323,1,1,1,1,1,1,1,1,1,1,1,1,1
11328,1,0,0,1,0,1,0,0,0,1,0,0,1
11329,1,1,1,1,1,1,1,1,1,1,1,1,1
11330,0,0,0,0,0,0,0,0,0,1,0,1,0
11331,1,1,1,1,1,1,1,1,1,1,1,1,1
11334,0,0,0,0,0,0,0,0,0,0,0,0,0
11335,1,1,1,1,0,1,1,1,0,1,1,0,0
11339,1,1,1,1,0,1,1,1,0,1,1,1,0
11340,0,0,0,0,0,0,0,0,0,0,0,0,0
11345,0,0,0,0,0,0,0,0,0,0,0,0,0
11346,0,0,0,0,0,0,0,0,0,0,0,1,0
11348,0,0,0,0,0,0,0,1,0,1,0,0,0
11350,0,0,0,0,0,0,0,0,0,0,0,0,0
11353,0,1,1,1,0,1,1,1,1,1,1,0,0
11355,0,0,0,0,0,0,0,0,0,0,0,0,0
11356,0,0,0,0,0,0,0,0,0,0,0,0,0
11357,0,0,0,0,0,0,0,0,0,0,0,0,0
11358,0,0,0,0,0,0,0,0,0,0,0,0,0
11365,0,0,0,0,0,0,0,0,0,0,0,0,0
11367,1,1,1,1,0,1,1,1,1,1,1,0,1
11368,0,0,0,0,0,0,0,0,0,0,0,0,0
11372,1,1,1,1,0,1,1,1,0,1,1,1,1
11373,1,1,1,1,1,1,1,1,1,1,1,1,1
11378,0,0,0,0,0,0,0,0,0,0,0,0,0
11380,0,0,0,0,0,0,0,0,0,0,0,0,0
11386,1,1,1,1,1,1,1,1,1,1,1,1,1
11388,0,0,0,0,0,0,0,0,0,0,0,0,0
11390,0,0,0,0,0,0,0,0,1,0,0,0,0
11391,0,0,0,0,0,0,0,0,0,0,0,0,0
11393,1,1,1,1,0,1,1,1,1,1,0,1,0
11398,0,0,0,0,0,0,0,0,0,0,0,0,0
11400,0,0,0,0,0,0,0,0,0,0,0,0,0
11401,0,0,0,0,0,0,0,0,0,0,0,0,0
11402,0,0,0,0,0,0,0,0,0,0,0,0,0
11403,1,1,1,1,1,1,1,1,1,1,1,1,1
11406,0,0,0,0,0,0,0,0,0,0,0,0,0
11412,1,1,1,1,0,1,1,0,0,1,1,1,1
11415,0,0,0,0,0,0,0,0,0,0,0,0,0
11417,0,0,0,0,0,0,0,0,0,0,0,0,0
11427,1,1,0,1,0,1,1,0,0,1,0,0,0
11429,1,0,1,1,0,1,1,1,0,0,0,0,0
11433,1,1,1,1,1,1,1,1,1,1,1,1,1
11437,0,0,0,0,0,0,0,0,0,0,0,0,0
11438,1,1,1,1,1,1,1,1,1,1,1,1,1
11439,1,1,1,1,1,1,1,0,1,1,1,0,1
11440,1,1,1,1,1,1,1,1,1,1,1,0,1
11441,1,1,1,1,1,1,1,1,1,1,1,1,1
11442,0,0,0,0,0,0,0,0,0,0,0,0,0
11445,0,0,0,0,0,0,0,0,0,0,0,0,0
11447,1,1,1,1,0,1,1,1,1,0,1,0,1
11452,0,0,0,0,0,0,0,0,0,0,0,0,0
11456,0,0,0,0,0,0,0,0,0,0,0,0,0
11458,0,0,0,0,0,0,0,0,0,0,0,0,0
11459,0,0,0,0,0,0,0,0,0,1,0,0,0
11460,1,1,1,1,0,1,1,1,1,1,1,0,0
11461,0,0,0,0,0,0,1,0,0,0,1,0,0
11463,0,0,0,0,0,0,0,0,0,0,0,0,0
11468,1,1,1,1,0,1,1,1,1,1,1,1,1
11471,0,0,0,0,0,0,0,0,0,0,0,0,0
11476,0,0,0,0,0,0,0,0,0,0,0,0,0
11480,0,0,0,0,0,0,0,0,0,0,0,0,0
11481,0,0,0,0,0,0,0,0,0,0,0,0,0
11482,0,0,0,0,0,0,0,0,1,1,0,0,0
11484,0,0,0,0,0,0,0,0,0,0,0,0,0
11493,0,0,0,0,0,0,0,0,0,0,0,0,0
11494,1,0,0,1,0,1,0,0,0,1,0,0,0
11495,0,0,0,0,0,0,0,0,0,0,0,0,0
11500,1,1,1,1,0,1,1,1,1,1,1,0,0
11502,0,0,0,0,0,0,0,0,0,0,0,0,0
11504,0,0,0,0,0,0,0,0,0,0,0,0,0
11508,0,0,0,0,0,0,0,0,0,0,0,0,0
11509,1,0,0,1,0,0,1,1,0,1,0,0,1
11510,1,1,1,1,1,1,1,1,1,1,1,1,1
11514,1,0,0,1,0,0,0,1,0,0,0,0,1
11518,1,1,1,1,0,1,1,1,1,1,1,0,0
11520,0,0,0,0,0,0,0,0,0,0,0,0,0
11521,0,0,0,0,0,0,0,0,0,0,0,0,1
11523,1,1,1,1,1,1,1,1,1,1,1,1,0
11524,1,0,0,1,1,0,0,1,1,1,1,0,0
11526,0,0,0,0,0,0,0,0,0,0,0,0,0
